opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"Caro-Kann Defense, Classical Variation, Lobron System",black,2528,B19,7/9/18,2295,2332,30.1,38.4,31.5,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4', 'h6', '7.Nf3', 'Nd7', '8.h5', 'Bh7', '9.Bd3', 'Bxd3', '10.Qxd3', 'e6', '11.Bd2', 'Ngf6', '12.O-O-O', 'Be7']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,31.5,30.1,1.046511628,796.32,760.928
"Caro-Kann Defense, Classical Variation, Main lines",white,3981,B18,7/7/18,2282,2238,35.1,36,28.9,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,35.1,28.9,1.214532872,1397.331,1150.509
"Caro-Kann Defense, Classical Variation, Maroczy Attack",white,246,B18,6/5/18,2186,2113,46.3,25.6,28.1,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.f4']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,46.3,28.1,1.647686833,113.898,69.126
"Caro-Kann Defense, Classical Variation, Seirawan Variation",white,7783,B19,7/8/18,2287,2246,36.1,41,22.8,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4', 'h6', '7.Nf3', 'Nd7', '8.h5', 'Bh7', '9.Bd3', 'Bxd3', '10.Qxd3']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Bf5,36.1,22.8,1.583333333,2809.663,1774.524
"Caro-Kann Defense, De Bruycker Defense",black,330,A40,5/31/18,2161,2254,30.9,27.3,41.8,"['1.e4', 'c6', '2.d4', 'Na6']",e4,c6,d4,Na6,,,,,41.8,30.9,1.352750809,137.94,101.97
"Caro-Kann Defense, Euwe Attack",white,145,B10,5/25/18,2157,2140,37.9,23.4,38.6,"['1.e4', 'c6', '2.b3']",e4,c6,b3,,,,,,37.9,38.6,0.981865285,54.955,55.97
"Caro-Kann Defense, Exchange Variation, Rubinstein Variation",white,2966,B13,7/7/18,2186,2142,35.3,35.4,29.3,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.Bd3', 'Nc6', '5.c3', 'Nf6', '6.Bf4']",e4,c6,d4,d5,exd5,cxd5,Bd3,Nc6,35.3,29.3,1.204778157,1046.998,869.038
"Caro-Kann Defense, Exchange Variation",white,7846,B13,7/8/18,2089,2065,31.9,30.2,37.9,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5']",e4,c6,d4,d5,exd5,,,,31.9,37.9,0.841688654,2502.874,2973.634
"Caro-Kann Defense, Finnish Variation",black,128,B16,6/14/18,2139,2193,33.6,26.6,39.8,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'h6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,h6,39.8,33.6,1.18452381,50.944,43.008
"Caro-Kann Defense, Forgacs Variation",white,637,B15,6/30/18,2348,2309,31.7,47.4,20.9,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'exf6', '6.Bc4']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nf6,31.7,20.9,1.516746411,201.929,133.133
"Caro-Kann Defense, General",black,5613,B10,7/8/18,2084,2109,38.2,23.6,38.3,"['1.e4', 'c6']",e4,c6,,,,,,,38.3,38.2,1.002617801,2149.779,2144.166
"Caro-Kann Defense, Goldman Variation",white,627,B12,7/7/18,2209,2171,38,29.8,32.2,"['1.e4', 'c6', '2.Nc3', 'd5', '3.Qf3']",e4,c6,Nc3,d5,Qf3,,,,38,32.2,1.180124224,238.26,201.894
"Caro-Kann Defense, Gurgenidze Counterattack",black,212,B15,6/30/18,2169,2214,37.3,24.5,38.2,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'b5']",e4,c6,d4,d5,Nc3,b5,,,38.2,37.3,1.024128686,80.984,79.076
"Caro-Kann Defense, Gurgenidze System",black,2847,B15,7/5/18,2203,2268,31.7,30.5,37.8,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'g6']",e4,c6,d4,d5,Nc3,g6,,,37.8,31.7,1.192429022,1076.166,902.499
"Caro-Kann Defense, Hillbilly Attack",white,105,B00,7/1/18,1679,1706,20,15.2,64.8,"['1.e4', 'c6', '2.Bc4']",e4,c6,Bc4,,,,,,20,64.8,0.308641975,21,68.04
"Caro-Kann Defense, Karpov Variation",black,3860,B17,7/5/18,2187,2224,27.1,41,31.9,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,31.9,27.1,1.177121771,1231.34,1046.06
"Caro-Kann Defense, Karpov Variation, Modern Main Line",white,1626,B17,7/4/18,2434,2375,39.9,40.8,19.3,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5', 'Ngf6', '6.Bd3', 'e6', '7.N1f3', 'Bd6', '8.Qe2', 'h6', '9.Ne4', 'Nxe4', '10.Qxe4']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,39.9,19.3,2.067357513,648.774,313.818
"Caro-Kann Defense, Karpov Variation, Modern Variation",white,903,B17,7/1/18,2329,2265,47.3,27.5,25.3,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,47.3,25.3,1.869565217,427.119,228.459
"Caro-Kann Defense, Karpov Variation, Modern Variation, Ivanchuk Defense",black,172,B17,6/1/18,2209,2311,21.5,32,46.5,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5', 'Ndf6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,46.5,21.5,2.162790698,79.98,36.98
"Caro-Kann Defense, Karpov Variation, Modern Variation, Kasparov Attack",white,1635,B17,6/29/18,2232,2200,36.6,33.6,29.8,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Nf3', 'Ngf6', '6.Ng3']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,36.6,29.8,1.228187919,598.41,487.23
"Caro-Kann Defense, Karpov Variation, Smyslov Variation",black,1097,B17,4/15/18,2255,2299,24.4,37.6,38,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Ng5', 'e6', '7.Qe2', 'Nb6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,38,24.4,1.557377049,416.86,267.668
"Caro-Kann Defense, Karpov Variation, Smyslov Variation, Main Line",white,730,B17,6/17/18,2381,2328,40.1,36.4,23.4,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Ng5', 'e6', '7.Qe2', 'Nb6', '8.Bb3']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,40.1,23.4,1.713675214,292.73,170.82
"Caro-Kann Defense, Karpov Variation, Tiviakov-Fischer Attack",black,467,B17,6/17/18,2289,2339,20.8,48.4,30.8,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Nxf6+', 'Nxf6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nd7,30.8,20.8,1.480769231,143.836,97.136
"Caro-Kann Defense, Main Line",white,1142,B15,7/1/18,2128,2097,37.8,26.7,35.5,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,,37.8,35.5,1.064788732,431.676,405.41
"Caro-Kann Defense, Maroczy Variation",white,2962,B12,7/9/18,2240,2210,41.9,25.6,32.5,"['1.e4', 'c6', '2.d4', 'd5', '3.f3']",e4,c6,d4,d5,f3,,,,41.9,32.5,1.289230769,1241.078,962.65
"Caro-Kann Defense, Maroczy Variation, Maroczy Gambit",white,266,B12,6/11/18,2299,2158,69.5,15.8,14.7,"['1.e4', 'c6', '2.d4', 'd5', '3.f3', 'dxe4', '4.fxe4', 'e5', '5.Nf3', 'exd4', '6.Bc4']",e4,c6,d4,d5,f3,dxe4,fxe4,e5,69.5,14.7,4.727891156,184.87,39.102
"Caro-Kann Defense, Modern Variation",white,873,B12,7/7/18,2326,2261,41.6,32.2,26.2,"['1.e4', 'c6', '2.d4', 'd5', '3.Nd2']",e4,c6,d4,d5,Nd2,,,,41.6,26.2,1.58778626,363.168,228.726
"Caro-Kann Defense, Panov Attack",black,4953,B14,7/7/18,2166,2204,26,31.6,42.5,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'e6']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,42.5,26,1.634615385,2105.025,1287.78
"Caro-Kann Defense, Panov Attack",white,339,B13,6/1/18,2142,2094,49.3,26.3,24.5,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,49.3,24.5,2.012244898,167.127,83.055
"Caro-Kann Defense, Panov Attack",white,784,B13,7/1/18,2113,2071,50.6,24.5,24.9,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4']",e4,c6,d4,d5,exd5,cxd5,c4,,50.6,24.9,2.032128514,396.704,195.216
"Caro-Kann Defense, Panov Attack, Fianchetto Defense",black,2266,B14,7/8/18,2258,2289,30.2,36.4,33.4,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'g6']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,33.4,30.2,1.105960265,756.844,684.332
"Caro-Kann Defense, Panov Attack, Fianchetto Defense, Fianchetto Gambit",black,823,B13,6/29/18,2238,2273,30.1,31.4,38.5,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'g6', '6.cxd5', 'Bg7']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,38.5,30.1,1.279069767,316.855,247.723
"Caro-Kann Defense, Panov Attack, Gunderam Attack",white,107,B13,8/21/17,2128,2067,37.4,22.4,40.2,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.c5']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,37.4,40.2,0.930348259,40.018,43.014
"Caro-Kann Defense, Panov Attack, Modern Defense",black,2815,B13,7/2/18,2223,2245,30.6,32.3,37.1,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,37.1,30.6,1.212418301,1044.365,861.39
"Caro-Kann Defense, Panov Attack, Modern Defense, Carlsbad Line",black,602,B13,7/8/18,2253,2255,21.6,38.2,40.2,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,40.2,21.6,1.861111111,242.004,130.032
"Caro-Kann Defense, Panov Attack, Modern Defense, Czerniak Line",black,240,B13,2/17/18,2234,2304,15,38.3,46.7,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'Qa5']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,46.7,15,3.113333333,112.08,36
"Caro-Kann Defense, Panov Attack, Modern Defense, Mieses Line",black,1935,B13,7/9/18,2205,2207,25.9,43.6,30.4,"['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Nf3', 'Bg4']",e4,c6,d4,d5,exd5,cxd5,c4,Nf6,30.4,25.9,1.173745174,588.24,501.165
"Caro-Kann Defense, Rasa-Studier Gambit",white,117,B15,5/19/18,2080,2040,35.9,23.1,41,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.f3']",e4,c6,d4,d5,Nc3,dxe4,f3,,35.9,41,0.875609756,42.003,47.97
"Caro-Kann Defense, Standard, Unorthodox Replies",white,621,B15,7/8/18,2112,2042,46.9,21.3,31.9,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3']",e4,c6,d4,d5,Nc3,,,,46.9,31.9,1.470219436,291.249,198.099
"Caro-Kann Defense, Tartakower Variation",black,2036,B15,7/8/18,2164,2199,26.4,34,39.6,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'exf6']",e4,c6,d4,d5,Nc3,dxe4,Nxe4,Nf6,39.6,26.4,1.5,806.256,537.504
"Caro-Kann Defense, Two Knights Attack",white,3867,B10,7/9/18,2268,2228,41.7,30.5,27.8,"['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3']",e4,c6,Nc3,d5,Nf3,,,,41.7,27.8,1.5,1612.539,1075.026
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation",black,639,B11,7/5/18,2170,2183,36.5,29.3,34.3,"['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4']",e4,c6,Nc3,d5,Nf3,Bg4,,,34.3,36.5,0.939726027,219.177,233.235
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation, Exchange Line",black,3765,B11,7/8/18,2280,2300,28.7,35.6,35.8,"['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4', '4.h3', 'Bxf3']",e4,c6,Nc3,d5,Nf3,Bg4,h3,Bxf3,35.8,28.7,1.24738676,1347.87,1080.555
"Caro-Kann Defense, Two Knights Attack, Mindeno Variation, Retreat Line",black,822,B11,6/26/18,2203,2210,32.6,25.7,41.7,"['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4', '4.h3', 'Bh5']",e4,c6,Nc3,d5,Nf3,Bg4,h3,Bh5,41.7,32.6,1.279141104,342.774,267.972
"Caro-Kann Defense, Von Hennig Gambit",white,139,B15,7/7/18,2118,2119,36,20.9,43.2,"['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Bc4']",e4,c6,d4,d5,Nc3,dxe4,Bc4,,36,43.2,0.833333333,50.04,60.048
"Center Game, Accepted",black,314,C21,7/8/18,2001,2011,27.7,23.9,48.4,"['1.e4', 'e5', '2.d4', 'exd4']",e4,e5,d4,exd4,,,,,48.4,27.7,1.747292419,151.976,86.978
"Center Game, Berger Variation",black,1255,C22,7/5/18,2148,2166,38.8,22.7,38.5,"['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6', '4.Qe3', 'Nf6']",e4,e5,d4,exd4,Qxd4,Nc6,Qe3,Nf6,38.5,38.8,0.992268041,483.175,486.94
"Center Game, Normal Variation",black,154,C22,7/4/18,2177,2074,58.4,17.5,24,"['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6']",e4,e5,d4,exd4,Qxd4,Nc6,,,24,58.4,0.410958904,36.96,89.936
"Center Game, Paulsen Attack Variation",white,1209,C22,5/23/18,2111,2068,51.1,18.6,30.3,"['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6', '4.Qe3']",e4,e5,d4,exd4,Qxd4,Nc6,Qe3,,51.1,30.3,1.686468647,617.799,366.327
"Czech Defense, General",black,7257,B07,7/6/18,2154,2202,33.2,25.4,41.4,"['1.e4', 'd6', '2.d4', 'Nf6', '3.Nc3', 'c6']",e4,d6,d4,Nf6,Nc3,c6,,,41.4,33.2,1.246987952,3004.398,2409.324
"Danish Gambit, Declined, Sorensen Defense",black,366,C21,6/1/18,2142,2138,38.5,30.1,31.4,"['1.e4', 'e5', '2.d4', 'exd4', '3.c3', 'd5']",e4,e5,d4,exd4,c3,d5,,,31.4,38.5,0.815584416,114.924,140.91
"Danish Gambit, General",white,490,C21,6/17/18,1989,1975,48.4,14.7,36.9,"['1.e4', 'e5', '2.d4', 'exd4', '3.c3']",e4,e5,d4,exd4,c3,,,,48.4,36.9,1.311653117,237.16,180.81
"Elephant Gambit, General",black,431,C40,6/23/18,1968,2014,31.6,19.5,49,"['1.e4', 'e5', '2.Nf3', 'd5']",e4,e5,Nf3,d5,,,,,49,31.6,1.550632911,211.19,136.196
"Elephant Gambit, Maroczy Gambit",black,162,C40,6/18/18,2011,2054,28.4,15.4,56.2,"['1.e4', 'e5', '2.Nf3', 'd5', '3.exd5', 'Bd6']",e4,e5,Nf3,d5,exd5,Bd6,,,56.2,28.4,1.978873239,91.044,46.008
"Elephant Gambit, Paulsen Countergambit",black,280,C40,5/30/18,1871,1918,32.5,12.9,54.6,"['1.e4', 'e5', '2.Nf3', 'd5', '3.exd5', 'e4']",e4,e5,Nf3,d5,exd5,e4,,,54.6,32.5,1.68,152.88,91
"English Opening, The Whale",white,323,C20,6/29/18,1864,1865,35.3,15.8,48.9,"['1.e4', 'e5', '2.c4']",e4,e5,c4,,,,,,35.3,48.9,0.721881391,114.019,157.947
"Four Knights Game, Double Spanish",black,733,C49,7/8/18,2117,2155,31.4,33.3,35.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,35.3,31.4,1.124203822,258.749,230.162
"Four Knights Game, General",black,2969,C46,7/7/18,2228,2236,28.8,33.1,38.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6']",e4,e5,Nf3,Nc6,Nc3,Nf6,,,38.1,28.8,1.322916667,1131.189,855.072
"Four Knights Game, Gunsberg Variation",white,860,C46,6/27/18,2197,2192,40.7,29.6,29.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.a3']",e4,e5,Nf3,Nc6,Nc3,Nf6,a3,,40.7,29.6,1.375,350.02,254.56
"Four Knights Game, Italian Variation",black,829,C50,6/28/18,1791,1808,44,24.7,31.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.Nc3', 'Nf6']",e4,e5,Nf3,Nc6,Bc4,Bc5,Nc3,Nf6,31.2,44,0.709090909,258.648,364.76
"Four Knights Game, Italian Variation",white,1672,C46,7/9/18,1839,1847,27.4,22.4,50.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bc4']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bc4,,27.4,50.1,0.546906188,458.128,837.672
"Four Knights Game, Italian Variation, Noa Gambit",white,341,C47,6/22/18,1815,1871,22.9,15.8,61.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bc4', 'Nxe4', '5.Bxf7+']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bc4,Nxe4,22.9,61.3,0.373572594,78.089,209.033
"Four Knights Game, Janowski Variation",white,122,C49,6/27/18,2427,2424,35.3,37.7,27.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'Bxc3', '7.bxc3', 'd6', '8.Re1']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,35.3,27.1,1.302583026,43.066,33.062
"Four Knights Game, Nimzowitsch (Paulsen)",white,276,C49,7/3/18,2465,2409,27.9,51.1,21,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.Bxc6']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,27.9,21,1.328571429,77.004,57.96
"Four Knights Game, Ranken Variation",white,165,C48,3/3/18,2136,2099,51.5,26.1,22.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'a6', '5.Bxc6']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,a6,51.5,22.4,2.299107143,84.975,36.96
"Four Knights Game, Scotch Variation",white,437,C47,6/25/18,2100,2066,43.3,22.4,34.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.d4']",e4,e5,Nf3,Nc6,Nc3,Nf6,d4,,43.3,34.3,1.262390671,189.221,149.891
"Four Knights Game, Scotch Variation, Accepted",black,6092,C47,7/9/18,2170,2215,25.2,42.6,32.2,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.d4', 'exd4']",e4,e5,Nf3,Nc6,Nc3,Nf6,d4,exd4,32.2,25.2,1.277777778,1961.624,1535.184
"Four Knights Game, Scotch Variation, Belgrade Gambit",white,667,C47,6/30/18,2228,2195,35.1,31.3,33.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.d4', 'exd4', '5.Nd5']",e4,e5,Nf3,Nc6,Nc3,Nf6,d4,exd4,35.1,33.6,1.044642857,234.117,224.112
"Four Knights Game, Scotch Variation, Krause Gambit",white,293,C47,5/25/18,2341,2256,36.9,37.5,25.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.d4', 'Bb4', '5.Nxe5']",e4,e5,Nf3,Nc6,Nc3,Nf6,d4,Bb4,36.9,25.6,1.44140625,108.117,75.008
"Four Knights Game, Scotch Variation, Krause Gambit, Leonhardt Defense",black,158,C47,5/25/18,2288,2320,27.2,46.2,26.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.d4', 'Bb4', '5.Nxe5', 'Qe7']",e4,e5,Nf3,Nc6,Nc3,Nf6,d4,Bb4,26.6,27.2,0.977941176,42.028,42.976
"Four Knights Game, Spanish Variation",white,1857,C48,7/4/18,2197,2168,37.2,30.7,32.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,,37.2,32.1,1.158878505,690.804,596.097
"Four Knights Game, Spanish Variation",black,534,C49,7/6/18,2382,2400,25.5,44.6,30,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'Bxc3']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,30,25.5,1.176470588,160.2,136.17
"Four Knights Game, Spanish Variation, Classical Variation",black,952,C48,7/9/18,2079,2120,28.5,27.4,44.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bc5']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bc5,44.1,28.5,1.547368421,419.832,271.32
"Four Knights Game, Spanish Variation, Classical Variation, Marshall Gambit",black,212,C48,5/31/18,2362,2402,25.5,34,40.6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bc5', '5.Nxe5', 'Nd4', '6.Ba4', 'O-O']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bc5,40.6,25.5,1.592156863,86.072,54.06
"Four Knights Game, Spanish Variation, Rubinstein Variation",black,1452,C48,7/6/18,2281,2302,27.6,35.6,36.8,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Nd4']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Nd4,36.8,27.6,1.333333333,534.336,400.752
"Four Knights Game, Spanish Variation, Rubinstein Variation, Accepted",white,580,C48,5/10/18,2380,2351,13.6,68.3,18.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Nd4', '5.Nxd4']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Nd4,13.6,18.1,0.751381215,78.88,104.98
"Four Knights Game, Spanish Variation, Symmetrical Variation",black,106,C49,1/21/18,2337,2355,28.3,36.8,34.9,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'd6', '7.Bg5', 'Bxc3', '8.bxc3', 'Qe7', '9.Re1', 'Nd8', '10.d4', 'Bg4']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,34.9,28.3,1.233215548,36.994,29.998
"Four Knights Game, Spanish Variation, Symmetrical Variation",black,213,C49,6/25/18,2416,2405,33.8,37.1,29.1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'd6', '7.Bg5', 'Ne7']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,29.1,33.8,0.860946746,61.983,71.994
"Four Knights Game, Spanish Variation, Symmetrical Variation",black,1355,C49,6/24/18,2260,2304,22.5,42.2,35.3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'd6']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,35.3,22.5,1.568888889,478.315,304.875
"Four Knights Game, Spanish Variation, Symmetrical Variation",white,355,C49,7/7/18,2463,2432,33.5,47,19.4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Nc3', 'Nf6', '4.Bb5', 'Bb4', '5.O-O', 'O-O', '6.d3', 'd6', '7.Ne2']",e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,Bb4,33.5,19.4,1.726804124,118.925,68.87
"French Defense, Advance Variation",black,1066,C02,6/19/18,2081,2059,46,21,33,"['1.e4', 'e6', '2.d4', 'd5', '3.e5', 'c5', '4.c3', 'Nc6']",e4,e6,d4,d5,e5,c5,c3,Nc6,33,46,0.717391304,351.78,490.36
"French Defense, Advance Variation",white,1742,C02,6/28/18,2109,2094,38.6,23.1,38.4,"['1.e4', 'e6', '2.d4', 'd5', '3.e5', 'c5', '4.c3']",e4,e6,d4,d5,e5,c5,c3,,38.6,38.4,1.005208333,672.412,668.928
"French Defense, Advance Variation",white,1699,C02,6/25/18,2115,2095,39.7,23.2,37.1,"['1.e4', 'e6', '2.d4', 'd5', '3.e5']",e4,e6,d4,d5,e5,,,,39.7,37.1,1.070080863,674.503,630.329
"French Defense, Advance Variation, Euwe Variation",black,5987,C02,7/8/18,2221,2239,36.8,27.5,35.7,"['1.e4', 'e6', '2.d4', 'd5', '3.e5', 'c5', '4.c3', 'Nc6', '5.Nf3', 'Bd7']",e4,e6,d4,d5,e5,c5,c3,Nc6,35.7,36.8,0.970108696,2137.359,2203.216
